geometry_id,protocol,split,is_ood,geometry_family,beta1,beta2,n_vertices,n_tetrahedra,min_clearance,quality_min,quality_mean,relative_path
PA_train_0009_b11,A,train,0,A,1,1,2568,10992,0.12793597698521847,0.5462268590927124,0.859535813331604,protocol_A/train/PA_train_0009_b11
PA_train_0010_b11,A,train,0,A,1,1,2585,11176,0.12925771945363324,0.40023213624954224,0.8624696731567383,protocol_A/train/PA_train_0010_b11
PA_train_0011_b11,A,train,0,A,1,1,2403,10136,0.18130614515338078,0.39038005471229553,0.8607150912284851,protocol_A/train/PA_train_0011_b11
PA_train_0012_b11,A,train,0,A,1,1,2572,10917,0.11775964119965193,0.5241823196411133,0.8594600558280945,protocol_A/train/PA_train_0012_b11
PA_train_0013_b11,A,train,0,A,1,1,2513,10673,0.13495502569582002,0.5368881225585938,0.8625324368476868,protocol_A/train/PA_train_0013_b11
PA_train_0014_b11,A,train,0,A,1,1,2418,10217,0.14888497787739866,0.3651261031627655,0.861526370048523,protocol_A/train/PA_train_0014_b11
PA_train_0015_b11,A,train,0,A,1,1,2530,10889,0.1625739506140314,0.5151566863059998,0.8640424013137817,protocol_A/train/PA_train_0015_b11
PA_train_0016_b11,A,train,0,A,1,1,2431,10206,0.11521881389710009,0.4072689712047577,0.8589149713516235,protocol_A/train/PA_train_0016_b11
PA_train_0017_b11,A,train,0,A,1,1,2511,10861,0.10218957953147566,0.4035208523273468,0.8632911443710327,protocol_A/train/PA_train_0017_b11
PA_train_0018_b11,A,train,0,A,1,1,2329,9787,0.14215955460460986,0.5087547302246094,0.857584536075592,protocol_A/train/PA_train_0018_b11
PA_train_0019_b11,A,train,0,A,1,1,2575,11093,0.11699261025852578,0.43041396141052246,0.8624711632728577,protocol_A/train/PA_train_0019_b11
PA_train_0020_b11,A,train,0,A,1,1,2448,10369,0.11097701319127727,0.4466967284679413,0.8593874573707581,protocol_A/train/PA_train_0020_b11
PA_train_0021_b11,A,train,0,A,1,1,2433,10220,0.11965430014439796,0.517257034778595,0.8559798002243042,protocol_A/train/PA_train_0021_b11
PA_train_0022_b11,A,train,0,A,1,1,2591,11200,0.20306097110846985,0.45482492446899414,0.8634069561958313,protocol_A/train/PA_train_0022_b11
PA_train_0023_b11,A,train,0,A,1,1,2588,11099,0.12650430566511045,0.5681427121162415,0.8657892346382141,protocol_A/train/PA_train_0023_b11
PA_train_0024_b11,A,train,0,A,1,1,2533,10925,0.20119052552417926,0.47702255845069885,0.8616542816162109,protocol_A/train/PA_train_0024_b11
PA_train_0025_b11,A,train,0,A,1,1,2446,10347,0.1149670018603314,0.4638647139072418,0.858957052230835,protocol_A/train/PA_train_0025_b11
PA_train_0026_b11,A,train,0,A,1,1,2437,10252,0.11269467148599532,0.4956728518009186,0.8610121607780457,protocol_A/train/PA_train_0026_b11
PA_train_0027_b11,A,train,0,A,1,1,2437,10233,0.13112487184084687,0.5556411147117615,0.8597036600112915,protocol_A/train/PA_train_0027_b11
PA_train_0028_b11,A,train,0,A,1,1,2584,11041,0.1314172866618547,0.5612033605575562,0.8607862591743469,protocol_A/train/PA_train_0028_b11
PA_train_0029_b11,A,train,0,A,1,1,2521,10857,0.2717071552117761,0.5368265509605408,0.8616636395454407,protocol_A/train/PA_train_0029_b11
PA_train_0030_b11,A,train,0,A,1,1,2419,10369,0.11963790731545412,0.4444601535797119,0.8626537919044495,protocol_A/train/PA_train_0030_b11
PA_train_0031_b11,A,train,0,A,1,1,2616,11242,0.16991420341694397,0.5382946729660034,0.8631609678268433,protocol_A/train/PA_train_0031_b11
PA_train_0032_b11,A,train,0,A,1,1,2468,10396,0.117212440580026,0.42542481422424316,0.8562914729118347,protocol_A/train/PA_train_0032_b11
PA_train_0033_b11,A,train,0,A,1,1,2461,10503,0.14852759999370582,0.5340256094932556,0.8610812425613403,protocol_A/train/PA_train_0033_b11
PA_train_0034_b11,A,train,0,A,1,1,2418,10187,0.16034366077090562,0.5158648490905762,0.8597656488418579,protocol_A/train/PA_train_0034_b11
PA_train_0035_b11,A,train,0,A,1,1,2572,11056,0.1706121706888418,0.5160781741142273,0.8627157807350159,protocol_A/train/PA_train_0035_b11
PA_train_0036_b11,A,train,0,A,1,1,2336,9819,0.11038997236653754,0.4170420169830322,0.8584190011024475,protocol_A/train/PA_train_0036_b11
PA_train_0037_b11,A,train,0,A,1,1,2498,10710,0.1495309629889466,0.530921995639801,0.8613773584365845,protocol_A/train/PA_train_0037_b11
PA_train_0038_b11,A,train,0,A,1,1,2494,10619,0.21431100312516815,0.4899556338787079,0.8591887950897217,protocol_A/train/PA_train_0038_b11
PA_train_0039_b11,A,train,0,A,1,1,2538,10874,0.15359974228920334,0.5531300902366638,0.8621180653572083,protocol_A/train/PA_train_0039_b11
PA_train_0040_b11,A,train,0,A,1,1,2524,10665,0.11418665844858338,0.4388039708137512,0.8567723035812378,protocol_A/train/PA_train_0040_b11
PA_train_0041_b11,A,train,0,A,1,1,2536,10968,0.1472040014959421,0.37535330653190613,0.8642199039459229,protocol_A/train/PA_train_0041_b11
PA_train_0042_b11,A,train,0,A,1,1,2548,10964,0.11971506828296163,0.5334439873695374,0.8625571131706238,protocol_A/train/PA_train_0042_b11
PA_train_0043_b11,A,train,0,A,1,1,2465,10485,0.1363533409611703,0.47199755907058716,0.8623070120811462,protocol_A/train/PA_train_0043_b11
PA_train_0044_b11,A,train,0,A,1,1,2341,9849,0.125107192067335,0.5358217358589172,0.8618542551994324,protocol_A/train/PA_train_0044_b11
PA_train_0045_b11,A,train,0,A,1,1,2596,11130,0.12790508564540576,0.4195091128349304,0.8636227250099182,protocol_A/train/PA_train_0045_b11
PA_train_0046_b11,A,train,0,A,1,1,2539,10931,0.1619271924232792,0.5116825103759766,0.8622798323631287,protocol_A/train/PA_train_0046_b11
PA_train_0047_b11,A,train,0,A,1,1,2537,10900,0.14363910403279476,0.5607503652572632,0.8632246255874634,protocol_A/train/PA_train_0047_b11
PA_train_0048_b11,A,train,0,A,1,1,2523,10752,0.10733538642560267,0.5350157022476196,0.8614062070846558,protocol_A/train/PA_train_0048_b11
PA_train_0049_b11,A,train,0,A,1,1,2380,10085,0.1355376783114832,0.5521873235702515,0.8612369298934937,protocol_A/train/PA_train_0049_b11
PA_train_0050_b11,A,train,0,A,1,1,2517,10808,0.10976351901304277,0.4720202386379242,0.8654165267944336,protocol_A/train/PA_train_0050_b11
PA_train_0051_b11,A,train,0,A,1,1,2562,11011,0.20545033325384057,0.4342541992664337,0.8627830147743225,protocol_A/train/PA_train_0051_b11
PA_train_0052_b11,A,train,0,A,1,1,2381,9985,0.1044284774115124,0.5083284974098206,0.8575113415718079,protocol_A/train/PA_train_0052_b11
PA_train_0053_b11,A,train,0,A,1,1,2540,10924,0.10233578062683382,0.4519514739513397,0.8637768626213074,protocol_A/train/PA_train_0053_b11
PA_train_0054_b11,A,train,0,A,1,1,2510,10753,0.15938158738693298,0.5698051452636719,0.8626741170883179,protocol_A/train/PA_train_0054_b11
PA_train_0055_b11,A,train,0,A,1,1,2410,10227,0.13646563792594676,0.5172586441040039,0.86216801404953,protocol_A/train/PA_train_0055_b11
PA_train_0056_b11,A,train,0,A,1,1,2541,10908,0.16514840667067163,0.5628234148025513,0.8659957051277161,protocol_A/train/PA_train_0056_b11
PA_train_0057_b11,A,train,0,A,1,1,2490,10620,0.10370531440433417,0.5040475726127625,0.8593853712081909,protocol_A/train/PA_train_0057_b11
PA_train_0058_b11,A,train,0,A,1,1,2545,11004,0.18740739358531133,0.514326274394989,0.8649232983589172,protocol_A/train/PA_train_0058_b11
PA_train_0059_b11,A,train,0,A,1,1,2437,10562,0.23004198226604355,0.44650352001190186,0.8661232590675354,protocol_A/train/PA_train_0059_b11
PA_train_0060_b11,A,train,0,A,1,1,2608,11243,0.20304495782275414,0.5239760875701904,0.8613187670707703,protocol_A/train/PA_train_0060_b11
PA_train_0061_b11,A,train,0,A,1,1,2487,10600,0.13435254660046989,0.560675323009491,0.8623823523521423,protocol_A/train/PA_train_0061_b11
PA_train_0062_b11,A,train,0,A,1,1,2500,10730,0.20560037093687875,0.4594232141971588,0.8634350895881653,protocol_A/train/PA_train_0062_b11
PA_train_0063_b11,A,train,0,A,1,1,2507,10700,0.12439442918963722,0.4580722451210022,0.8608558773994446,protocol_A/train/PA_train_0063_b11
PA_train_0064_b11,A,train,0,A,1,1,2459,10486,0.1298486408299511,0.49131566286087036,0.8625058531761169,protocol_A/train/PA_train_0064_b11
PA_train_0065_b11,A,train,0,A,1,1,2464,10490,0.1382312356952896,0.43020695447921753,0.8621996641159058,protocol_A/train/PA_train_0065_b11
PA_train_0066_b11,A,train,0,A,1,1,2511,10766,0.15916098067260515,0.47767043113708496,0.8617434501647949,protocol_A/train/PA_train_0066_b11
PA_train_0067_b11,A,train,0,A,1,1,2527,10881,0.22642471038343798,0.48040440678596497,0.8633334040641785,protocol_A/train/PA_train_0067_b11
PA_train_0068_b11,A,train,0,A,1,1,2546,11032,0.22920617189783082,0.43751096725463867,0.8644693493843079,protocol_A/train/PA_train_0068_b11
PA_train_0069_b11,A,train,0,A,1,1,2488,10660,0.10719985914332464,0.484060674905777,0.8601951003074646,protocol_A/train/PA_train_0069_b11
PA_train_0070_b11,A,train,0,A,1,1,2493,10588,0.1411953789084106,0.5305945873260498,0.8593862652778625,protocol_A/train/PA_train_0070_b11
PA_train_0071_b11,A,train,0,A,1,1,2615,11206,0.1039485860822256,0.5375158190727234,0.8624454140663147,protocol_A/train/PA_train_0071_b11
PA_train_0072_b11,A,train,0,A,1,1,2546,10968,0.16672053926032196,0.42182520031929016,0.8596180081367493,protocol_A/train/PA_train_0072_b11
PA_train_0073_b11,A,train,0,A,1,1,2530,10919,0.20722028673904175,0.5281254649162292,0.8628425002098083,protocol_A/train/PA_train_0073_b11
PA_train_0074_b11,A,train,0,A,1,1,2524,10858,0.15281599297441034,0.5623679757118225,0.8630760312080383,protocol_A/train/PA_train_0074_b11
PA_train_0075_b11,A,train,0,A,1,1,2516,10655,0.10050209538507893,0.4823788106441498,0.858788251876831,protocol_A/train/PA_train_0075_b11
PA_train_0076_b11,A,train,0,A,1,1,2556,11096,0.23162446299392736,0.49289512634277344,0.8661442399024963,protocol_A/train/PA_train_0076_b11
PA_train_0077_b11,A,train,0,A,1,1,2569,10946,0.16903980823174275,0.5607554912567139,0.8646572232246399,protocol_A/train/PA_train_0077_b11
PA_train_0078_b11,A,train,0,A,1,1,2520,10811,0.11763663265103838,0.48742422461509705,0.864867627620697,protocol_A/train/PA_train_0078_b11
PA_train_0079_b11,A,train,0,A,1,1,2341,9807,0.11510389032761023,0.510135293006897,0.8586847186088562,protocol_A/train/PA_train_0079_b11
PA_train_0080_b11,A,train,0,A,1,1,2541,10955,0.24343026382398544,0.5454621911048889,0.8643398880958557,protocol_A/train/PA_train_0080_b11
PA_train_0081_b11,A,train,0,A,1,1,2463,10568,0.20034903238669682,0.5250692963600159,0.8622202277183533,protocol_A/train/PA_train_0081_b11
PA_train_0082_b11,A,train,0,A,1,1,2564,11142,0.20824556199975722,0.5058847665786743,0.8628079295158386,protocol_A/train/PA_train_0082_b11
PA_train_0083_b11,A,train,0,A,1,1,2492,10514,0.1403533615744247,0.49204668402671814,0.8625848293304443,protocol_A/train/PA_train_0083_b11
PA_train_0084_b11,A,train,0,A,1,1,2440,10348,0.14101481173649394,0.5260574817657471,0.8602038025856018,protocol_A/train/PA_train_0084_b11
PA_train_0085_b11,A,train,0,A,1,1,2408,10131,0.11133773986006137,0.4460095167160034,0.8588374853134155,protocol_A/train/PA_train_0085_b11
PA_train_0086_b11,A,train,0,A,1,1,2471,10449,0.16201459018240053,0.4504566490650177,0.8598811030387878,protocol_A/train/PA_train_0086_b11
PA_train_0087_b11,A,train,0,A,1,1,2493,10689,0.25077810892431607,0.5091444253921509,0.865327775478363,protocol_A/train/PA_train_0087_b11
PA_train_0088_b11,A,train,0,A,1,1,2540,10892,0.10397501866512956,0.5091027617454529,0.8615671396255493,protocol_A/train/PA_train_0088_b11
PA_train_0089_b11,A,train,0,A,1,1,2414,10121,0.12329224336431902,0.4705810546875,0.8592604398727417,protocol_A/train/PA_train_0089_b11
PA_train_0090_b11,A,train,0,A,1,1,2478,10454,0.1466625521438898,0.4216254651546478,0.860443651676178,protocol_A/train/PA_train_0090_b11
PA_train_0091_b11,A,train,0,A,1,1,2500,10725,0.19149784749945617,0.523056149482727,0.8637694120407104,protocol_A/train/PA_train_0091_b11
PA_train_0092_b11,A,train,0,A,1,1,2504,10713,0.12222945995649909,0.42239609360694885,0.8611674904823303,protocol_A/train/PA_train_0092_b11
PA_train_0093_b11,A,train,0,A,1,1,2502,10688,0.14021496070072487,0.4914228916168213,0.8612726926803589,protocol_A/train/PA_train_0093_b11
PA_train_0094_b11,A,train,0,A,1,1,2446,10453,0.19809947681453755,0.48691827058792114,0.8588802218437195,protocol_A/train/PA_train_0094_b11
PA_train_0095_b11,A,train,0,A,1,1,2401,10112,0.11368222081584112,0.42890864610671997,0.8588808178901672,protocol_A/train/PA_train_0095_b11
PA_train_0096_b11,A,train,0,A,1,1,2387,10111,0.1807589489536957,0.525514543056488,0.8607195615768433,protocol_A/train/PA_train_0096_b11
PA_train_0097_b11,A,train,0,A,1,1,2487,10699,0.17864680614559697,0.5261011123657227,0.8626551032066345,protocol_A/train/PA_train_0097_b11
PA_train_0098_b11,A,train,0,A,1,1,2517,10754,0.15479096451531107,0.550418496131897,0.8625500798225403,protocol_A/train/PA_train_0098_b11
PA_train_0099_b11,A,train,0,A,1,1,2470,10496,0.10226777534954806,0.5229569673538208,0.8605968356132507,protocol_A/train/PA_train_0099_b11
PA_train_0100_b11,A,train,0,A,1,1,2504,10735,0.14833333302584123,0.5278564095497131,0.8656821250915527,protocol_A/train/PA_train_0100_b11
PA_train_0101_b11,A,train,0,A,1,1,2327,9750,0.16441745811847766,0.43787750601768494,0.8572668433189392,protocol_A/train/PA_train_0101_b11
PA_train_0102_b11,A,train,0,A,1,1,2488,10774,0.21853658998305076,0.4821920096874237,0.8650726675987244,protocol_A/train/PA_train_0102_b11
PA_train_0103_b11,A,train,0,A,1,1,2624,11295,0.12553789585197306,0.4606979191303253,0.861966609954834,protocol_A/train/PA_train_0103_b11
PA_train_0104_b11,A,train,0,A,1,1,2608,11346,0.143448221510008,0.5022498965263367,0.8644786477088928,protocol_A/train/PA_train_0104_b11
PA_train_0105_b11,A,train,0,A,1,1,2578,11076,0.12766646320930458,0.5011781454086304,0.8659204840660095,protocol_A/train/PA_train_0105_b11
PA_train_0106_b11,A,train,0,A,1,1,2566,11041,0.15117027081021228,0.5314592719078064,0.8625812530517578,protocol_A/train/PA_train_0106_b11
PA_train_0107_b11,A,train,0,A,1,1,2583,11188,0.14845745194671317,0.44843342900276184,0.8632481098175049,protocol_A/train/PA_train_0107_b11
PA_train_0108_b11,A,train,0,A,1,1,2396,10206,0.11268519556178418,0.42146214842796326,0.8620995283126831,protocol_A/train/PA_train_0108_b11
PA_train_0109_b11,A,train,0,A,1,1,2430,10213,0.12510957442297266,0.4549488425254822,0.8565318584442139,protocol_A/train/PA_train_0109_b11
PA_train_0110_b11,A,train,0,A,1,1,2511,10859,0.2180928459138927,0.4081188440322876,0.8606401681900024,protocol_A/train/PA_train_0110_b11
PA_train_0111_b11,A,train,0,A,1,1,2444,10446,0.1970195441827705,0.510176420211792,0.8609699010848999,protocol_A/train/PA_train_0111_b11
PA_train_0112_b11,A,train,0,A,1,1,2406,10072,0.12704824610171792,0.49234381318092346,0.8578264117240906,protocol_A/train/PA_train_0112_b11
PA_train_0113_b11,A,train,0,A,1,1,2441,10306,0.18103584960355634,0.5230201482772827,0.8589365482330322,protocol_A/train/PA_train_0113_b11
PA_train_0114_b11,A,train,0,A,1,1,2402,10154,0.1515428292496397,0.5107114315032959,0.8597573041915894,protocol_A/train/PA_train_0114_b11
PA_train_0115_b11,A,train,0,A,1,1,2551,10779,0.10860292005825978,0.5075315237045288,0.858607292175293,protocol_A/train/PA_train_0115_b11
PA_train_0116_b11,A,train,0,A,1,1,2500,10784,0.16910531214959093,0.5539852380752563,0.8627638816833496,protocol_A/train/PA_train_0116_b11
PA_train_0117_b11,A,train,0,A,1,1,2537,10789,0.10519047768020778,0.45838040113449097,0.8608654141426086,protocol_A/train/PA_train_0117_b11
PA_train_0118_b11,A,train,0,A,1,1,2432,10252,0.11786135290423276,0.45596060156822205,0.859580397605896,protocol_A/train/PA_train_0118_b11
PA_train_0119_b11,A,train,0,A,1,1,2405,10130,0.13120879840716246,0.49328967928886414,0.8624725937843323,protocol_A/train/PA_train_0119_b11
PA_train_0120_b11,A,train,0,A,1,1,2575,11040,0.26585577060170856,0.5639916062355042,0.8650001287460327,protocol_A/train/PA_train_0120_b11
PA_train_0121_b11,A,train,0,A,1,1,2454,10475,0.1482981349289717,0.3986097276210785,0.86322420835495,protocol_A/train/PA_train_0121_b11
PA_train_0122_b11,A,train,0,A,1,1,2422,10336,0.18735758060574376,0.5090068578720093,0.8634535670280457,protocol_A/train/PA_train_0122_b11
PA_train_0123_b11,A,train,0,A,1,1,2568,11113,0.17335792927439575,0.42651990056037903,0.8640007972717285,protocol_A/train/PA_train_0123_b11
PA_train_0124_b11,A,train,0,A,1,1,2476,10496,0.10405326841326346,0.5151969790458679,0.8595485091209412,protocol_A/train/PA_train_0124_b11
PA_train_0125_b11,A,train,0,A,1,1,2641,11375,0.254817978134253,0.4629379212856293,0.8626210689544678,protocol_A/train/PA_train_0125_b11
PA_train_0126_b11,A,train,0,A,1,1,2474,10693,0.16757224076676827,0.443001925945282,0.86342853307724,protocol_A/train/PA_train_0126_b11
PA_train_0127_b11,A,train,0,A,1,1,2644,11433,0.12935200494668414,0.47413936257362366,0.8653436899185181,protocol_A/train/PA_train_0127_b11
PA_train_0128_b11,A,train,0,A,1,1,2578,10978,0.1937743861919955,0.5111300349235535,0.8620669841766357,protocol_A/train/PA_train_0128_b11
PA_train_0129_b11,A,train,0,A,1,1,2421,10184,0.10510173497460418,0.4656738340854645,0.8578310608863831,protocol_A/train/PA_train_0129_b11
PA_train_0130_b11,A,train,0,A,1,1,2515,10825,0.1407179486320987,0.43901050090789795,0.8613476753234863,protocol_A/train/PA_train_0130_b11
PA_train_0131_b11,A,train,0,A,1,1,2420,10293,0.10380112120437165,0.43451327085494995,0.859049379825592,protocol_A/train/PA_train_0131_b11
PA_train_0132_b11,A,train,0,A,1,1,2586,11097,0.13095059482468252,0.5538920760154724,0.8621439933776855,protocol_A/train/PA_train_0132_b11
PA_train_0133_b11,A,train,0,A,1,1,2480,10586,0.11869663276526059,0.44192227721214294,0.8639219999313354,protocol_A/train/PA_train_0133_b11
PA_train_0134_b11,A,train,0,A,1,1,2498,10771,0.17006724420756625,0.5192891359329224,0.8613387942314148,protocol_A/train/PA_train_0134_b11
PA_train_0135_b11,A,train,0,A,1,1,2485,10540,0.1275343243720737,0.4746192991733551,0.8625961542129517,protocol_A/train/PA_train_0135_b11
PA_train_0136_b11,A,train,0,A,1,1,2560,11119,0.20428389515218975,0.4586549401283264,0.8643748164176941,protocol_A/train/PA_train_0136_b11
PA_train_0137_b11,A,train,0,A,1,1,2476,10570,0.17690945868899435,0.5171511173248291,0.8582193851470947,protocol_A/train/PA_train_0137_b11
PA_train_0138_b11,A,train,0,A,1,1,2537,10825,0.26240555553005385,0.5410612225532532,0.8656678795814514,protocol_A/train/PA_train_0138_b11
PA_train_0139_b11,A,train,0,A,1,1,2323,9756,0.11285401574402007,0.5325101613998413,0.8601553440093994,protocol_A/train/PA_train_0139_b11
PA_train_0140_b11,A,train,0,A,1,1,2396,10133,0.15588980414983628,0.4284985661506653,0.8625282645225525,protocol_A/train/PA_train_0140_b11
PA_train_0141_b11,A,train,0,A,1,1,2599,11078,0.11736064667841989,0.41547611355781555,0.8642680644989014,protocol_A/train/PA_train_0141_b11
PA_train_0142_b11,A,train,0,A,1,1,2451,10331,0.13350449022664013,0.47791242599487305,0.8605603575706482,protocol_A/train/PA_train_0142_b11
PA_train_0143_b11,A,train,0,A,1,1,2393,10089,0.15180348114120631,0.5363373160362244,0.8604928851127625,protocol_A/train/PA_train_0143_b11
PA_train_0144_b11,A,train,0,A,1,1,2336,9761,0.12098097926636855,0.4952022135257721,0.8568994402885437,protocol_A/train/PA_train_0144_b11
PA_train_0145_b11,A,train,0,A,1,1,2558,10893,0.1643617464870023,0.5343306660652161,0.8636894226074219,protocol_A/train/PA_train_0145_b11
PA_train_0146_b11,A,train,0,A,1,1,2657,11387,0.10695776318382483,0.4499712884426117,0.8601991534233093,protocol_A/train/PA_train_0146_b11
PA_train_0147_b11,A,train,0,A,1,1,2468,10498,0.12243260334053441,0.5495396852493286,0.8643928170204163,protocol_A/train/PA_train_0147_b11
PA_train_0148_b11,A,train,0,A,1,1,2410,10187,0.18580632229913138,0.5177280306816101,0.8602108359336853,protocol_A/train/PA_train_0148_b11
PA_train_0149_b11,A,train,0,A,1,1,2534,10926,0.27409153051533197,0.43977242708206177,0.8644070625305176,protocol_A/train/PA_train_0149_b11
PA_train_0150_b11,A,train,0,A,1,1,2516,10671,0.12968183522782684,0.5269205570220947,0.8614703416824341,protocol_A/train/PA_train_0150_b11
PA_train_0151_b11,A,train,0,A,1,1,2482,10733,0.20218455202611174,0.4201296269893646,0.8629074096679688,protocol_A/train/PA_train_0151_b11
PA_train_0152_b11,A,train,0,A,1,1,2599,11173,0.20398009908564496,0.46280115842819214,0.8621094226837158,protocol_A/train/PA_train_0152_b11
PA_train_0153_b11,A,train,0,A,1,1,2481,10620,0.2549738918381045,0.4196777045726776,0.864438533782959,protocol_A/train/PA_train_0153_b11
PA_train_0154_b11,A,train,0,A,1,1,2553,10918,0.19325934612464926,0.4997604191303253,0.8615646362304688,protocol_A/train/PA_train_0154_b11
PA_train_0155_b11,A,train,0,A,1,1,2551,10970,0.1541592841156807,0.4580713212490082,0.860213041305542,protocol_A/train/PA_train_0155_b11
PA_train_0156_b11,A,train,0,A,1,1,2520,10765,0.17594516284851436,0.5209911465644836,0.8632948398590088,protocol_A/train/PA_train_0156_b11
PA_train_0157_b11,A,train,0,A,1,1,2540,10873,0.1132651408082043,0.5577760338783264,0.8608640432357788,protocol_A/train/PA_train_0157_b11
PA_train_0158_b11,A,train,0,A,1,1,2422,10383,0.16996144757701748,0.4757893979549408,0.8619564771652222,protocol_A/train/PA_train_0158_b11
PA_train_0159_b11,A,train,0,A,1,1,2583,11188,0.18268598395642385,0.5049217939376831,0.8627634644508362,protocol_A/train/PA_train_0159_b11
PA_train_0160_b11,A,train,0,A,1,1,2436,10388,0.15312512398353392,0.5623819828033447,0.8589425683021545,protocol_A/train/PA_train_0160_b11
PA_train_0161_b11,A,train,0,A,1,1,2489,10579,0.17747111193941673,0.5349787473678589,0.8618437647819519,protocol_A/train/PA_train_0161_b11
PA_train_0162_b11,A,train,0,A,1,1,2492,10623,0.15572068039076353,0.45353808999061584,0.8604465126991272,protocol_A/train/PA_train_0162_b11
PA_train_0163_b11,A,train,0,A,1,1,2369,9881,0.1457242542670811,0.5485884547233582,0.860483705997467,protocol_A/train/PA_train_0163_b11
PA_train_0164_b11,A,train,0,A,1,1,2374,10004,0.12752330168386833,0.45611801743507385,0.8575380444526672,protocol_A/train/PA_train_0164_b11
PA_train_0165_b11,A,train,0,A,1,1,2514,10696,0.10134012864089426,0.4588162302970886,0.8648353219032288,protocol_A/train/PA_train_0165_b11
PA_train_0166_b11,A,train,0,A,1,1,2378,9910,0.1012903099660406,0.5333662033081055,0.8560211658477783,protocol_A/train/PA_train_0166_b11
PA_train_0167_b11,A,train,0,A,1,1,2355,9948,0.11016002022842439,0.44781678915023804,0.8576706051826477,protocol_A/train/PA_train_0167_b11
PA_train_0168_b11,A,train,0,A,1,1,2501,10777,0.22475140409444083,0.42397406697273254,0.8621094226837158,protocol_A/train/PA_train_0168_b11
PA_train_0169_b11,A,train,0,A,1,1,2415,10224,0.152328003717704,0.39596685767173767,0.859281599521637,protocol_A/train/PA_train_0169_b11
PA_train_0170_b11,A,train,0,A,1,1,2515,10741,0.15096446897862362,0.47142651677131653,0.8628932237625122,protocol_A/train/PA_train_0170_b11
PA_train_0171_b11,A,train,0,A,1,1,2534,10857,0.21038289538841148,0.4289672076702118,0.8646866083145142,protocol_A/train/PA_train_0171_b11
PA_train_0172_b11,A,train,0,A,1,1,2562,10996,0.16580300554227445,0.5347047448158264,0.8661551475524902,protocol_A/train/PA_train_0172_b11
PA_train_0173_b11,A,train,0,A,1,1,2570,11047,0.1425786821427859,0.49612751603126526,0.8615171313285828,protocol_A/train/PA_train_0173_b11
PA_train_0174_b11,A,train,0,A,1,1,2370,10010,0.1395246741233642,0.45036235451698303,0.862559974193573,protocol_A/train/PA_train_0174_b11
PA_train_0175_b11,A,train,0,A,1,1,2453,10366,0.12472311337131248,0.5238046050071716,0.8634760975837708,protocol_A/train/PA_train_0175_b11
PA_train_0176_b11,A,train,0,A,1,1,2433,10273,0.10432899619073545,0.4716375172138214,0.8620301485061646,protocol_A/train/PA_train_0176_b11
PA_train_0177_b11,A,train,0,A,1,1,2474,10456,0.1346439977103692,0.4683738946914673,0.863088846206665,protocol_A/train/PA_train_0177_b11
PA_train_0178_b11,A,train,0,A,1,1,2473,10601,0.10207773600184172,0.49660786986351013,0.8620359897613525,protocol_A/train/PA_train_0178_b11
PA_train_0179_b11,A,train,0,A,1,1,2588,11144,0.14939888653222613,0.5520797371864319,0.8645860552787781,protocol_A/train/PA_train_0179_b11
PA_train_0180_b11,A,train,0,A,1,1,2423,10311,0.14239911793213905,0.4368847906589508,0.8599663972854614,protocol_A/train/PA_train_0180_b11
PA_train_0181_b11,A,train,0,A,1,1,2523,10710,0.12157814492079314,0.4202011525630951,0.8607388138771057,protocol_A/train/PA_train_0181_b11
PA_train_0182_b11,A,train,0,A,1,1,2445,10349,0.11190526954212043,0.4568626582622528,0.860355794429779,protocol_A/train/PA_train_0182_b11
PA_train_0183_b11,A,train,0,A,1,1,2431,10323,0.17637482171682428,0.5144176483154297,0.8584693074226379,protocol_A/train/PA_train_0183_b11
PA_train_0184_b11,A,train,0,A,1,1,2538,10762,0.11154906120022304,0.4786990284919739,0.8609190583229065,protocol_A/train/PA_train_0184_b11
PA_train_0185_b11,A,train,0,A,1,1,2597,11144,0.10138623444062991,0.4609938859939575,0.8617594242095947,protocol_A/train/PA_train_0185_b11
PA_train_0186_b11,A,train,0,A,1,1,2408,10082,0.10356523273386789,0.5546873807907104,0.8594191670417786,protocol_A/train/PA_train_0186_b11
PA_train_0187_b11,A,train,0,A,1,1,2524,10841,0.22477019194892842,0.4383600652217865,0.8645746111869812,protocol_A/train/PA_train_0187_b11
PA_train_0188_b11,A,train,0,A,1,1,2433,10328,0.1745583067601125,0.5855348706245422,0.861032247543335,protocol_A/train/PA_train_0188_b11
PA_train_0189_b11,A,train,0,A,1,1,2529,10985,0.20190430216571034,0.4988851249217987,0.8634268045425415,protocol_A/train/PA_train_0189_b11
PA_train_0190_b11,A,train,0,A,1,1,2524,10927,0.18792714537571115,0.5209245681762695,0.8648630380630493,protocol_A/train/PA_train_0190_b11
PA_train_0191_b11,A,train,0,A,1,1,2468,10597,0.182039884992253,0.49625828862190247,0.8627699613571167,protocol_A/train/PA_train_0191_b11
PA_train_0192_b11,A,train,0,A,1,1,2436,10274,0.11903116918340827,0.45295020937919617,0.8612085580825806,protocol_A/train/PA_train_0192_b11
PA_train_0193_b11,A,train,0,A,1,1,2435,10327,0.10433126437262234,0.518602192401886,0.8618648648262024,protocol_A/train/PA_train_0193_b11
PA_train_0194_b11,A,train,0,A,1,1,2525,10650,0.11353519040793539,0.4213603138923645,0.859054446220398,protocol_A/train/PA_train_0194_b11
